"" "W070517001156" "W070517001157" "W070517001159" "W070517001160" "W070517001161" "W070517001162" "W070517102034" "W070517102035" "W070517102036" "W070517102037" "W070517102038" "W070517102051"
"TFB2M" 2.13478 2.13885 1.59255 1.76822 1.89603 3.65576 4.01559 2.10681 4.38344 3.18522 1.91374 2.43057
"TFDP2" 16.1385673 15.9994452 18.8640252 19.1053831 20.986971 22.9987059763 21.452641 15.7878512 31.59221876 30.0185411 20.6703687 20.9868028
"TFEC" 9.6270328 2.5293933 4.107821 3.9849031 6.9517259 5.0595314 8.4870295 8.0744385 13.905369 6.4110866 3.6939021 11.052866
"TGFBI" 92.2793505 59.2004522 56.32549506565 67.7741563 37.62254314635 36.2123903 51.3962462 38.66591885 51.1099213 29.1234061 58.3473057 64.010548784
"TGFBR3" 16.9802278 25.2167172 20.8683713 31.670672 60.5801689 43.161625872 40.631018 29.8056462 49.187132 49.3788508 46.64237 30.4424126
"THBS1" 6.375222 5.927455 5.461587 13.3613554 9.4317228146055 3.9685074 9.426192 3.793543 6.8968387 4.034792 8.552941 7.876884
"THEM4" 8.937148 17.7315244 3.7860164 21.2206186 5.761789 20.78684 19.74392 17.077342 10.85455 21.31882 18.041288 11.4524704
"THEMIS" 5.065179 6.608622 2.788544 13.201568 11.90789 11.215366 17.38334 12.15467 16.847512 14.985426 12.798772 5.202602
"THOP1" 1.83915534 2.0430877 1.11270655 2.25821984 1.3028997 2.4891146 1.85058621 1.8562243 2.01804813 2.9528834 3.2216443 1.9139477
"TIAM1" 5.8145165 3.677864 3.1540226 7.1971816 4.365708 5.1184029 3.1951936 3.465494 2.5595857 4.5834507 6.3475546 4.2726716
"TIGD2" 0.2478097 0.897734 0.277075 0.2672458 0.5082525 0.8179676 0.687832 0.6443714 0.770113 0.941068 0.581401 0.3706215
"TIGIT" 2.76220500135105 1.9434907 2.248177 2.6289533 2.4742023 6.025051 4.07794 1.2531632 6.1642264 4.045498 6.340250204 4.0761635
"TIMD4" 1.404709 2.42017000222247 0.509879813693 7.057737 0.660699 2.502424 2.54843 2.020494 1.081425 4.096249 2.308412 1.77375
"TIMM8A" 0.5279235 0.334342 0.3320188 0.847054 0.602759 0.585376 0.801039 0.841881 0.474732 0.92988 0.5497172 0.4143485
"TIMP2" 17.747089 10.261197 11.0951140105711 13.4461800000837 6.01628400509424 5.924632 5.453009 15.1606 6.542319351 5.1768041939 9.398212 11.2411280696191
"TKTL1" 2.35804 2.366436 1.4578106 0.817113 2.120295 0.661633 3.381594 1.7238314 1.052549 3.2053702 1.5731234 1.76296
"TLDC1" 2.9612804 1.5269455 2.2069081 3.2391685 1.4741602 2.4229896 2.712461 1.7507738 0.9413141 3.9930504 1.708005 2.4824018153704
"TLE1" 1.5698909 1.91164 1.4546916 1.5134088 1.4750168 1.9699873 2.239261 1.6088918 1.4723499 2.459396 2.4411961 1.999233
"TLE2" 0.61602804326 1.3695617 0.3423267 1.3223306 0.3436432 0.943363694412 1.14815993 1.1918674 0.6989595 1.00661160124519 1.658497 0.46385266616659
"TLR10" 4.98936678932 1.88717821676 3.9561213032 2.779907579801 1.4188442 3.838904268485 4.6647912 4.2609194172 5.158121944318 5.674782 2.847466 2.59763242
"TLR2" 108.055 33.1309 29.9855 48.2308 22.221 17.1257 35.9404 77.7146 34.6238 26.1642 27.9073 36.2124
"TLR4" 142.2967 83.69033 86.19787 125.2122 55.9892 66.2127 85.06486 233.5336 138.13403 57.47625 90.25995 136.3154
"TLR5" 19.0264232 7.678616 7.82749 7.885196 5.7327982 8.336507 8.954741 26.0053286 13.015759 7.082916 8.468511 11.992301
"TLR6" 104.7870275 34.2651672 52.375678 50.9907926 26.938444 34.2061312 76.0078544 94.746597 65.4851867 37.6298967 40.3212108 62.215836
"TLR8" 93.33207 50.54762 55.041 54.9192 32.61658 23.79526 41.45007 96.6363 65.39026 32.50987 40.94412 54.94322
"TMC4" 2.348168 3.013331 2.8834522 3.4577552 2.5668508 3.81699222 4.3017735 2.0076352 2.388417 2.0339286 3.611324713489 3.592741
"TMED1" 2.1799847 2.967896 2.458557 2.798441 2.483556 1.85109 2.1007298 1.4956371 1.89681 2.701842 1.8849073 2.587912
"TMEM116" 10.94080573 9.2137431 5.5319217 15.05532014 6.6897717443797 12.4867893255 16.31677287 6.5877695007612 15.7296525 15.870554 14.80566739218 10.0129315097182
"TMEM120B" 0.7145003 1.4223556 0.7087117 1.12751756 0.926275 1.3315301 1.37771403 1.2570727 1.0080206 1.2504922 1.54942518 0.7741765
"TMEM127" 52.4114418 38.4570911 39.9152033 36.586393 23.46463 22.9125191 19.8050196 45.001953 24.3131833 19.7763003 36.71752 38.862263
"TMEM156" 3.73487255 7.492064 6.15847 9.990903 3.40327 9.596692 14.641512 7.025843 7.697557 14.148452 15.12702 9.506517
"TMEM164" 26.8615249 23.3362988 15.8846913392 53.4804994 23.3595249 22.42749 19.9848368 23.63208382 12.439817416 16.2669231 47.6571518 17.27310723
"TMEM170B" 2.74919 2.19384 2.66724 2.35605 1.68066 1.35866 2.38348 2.78039 2.17599 1.53058 1.44745 3.3973
"TMEM176A" 1.6887939 18.8910585 8.6110323 21.5376558 11.818965 8.9257273 10.8755019 11.7473187 20.6429026 10.9296586 9.78013260061244 14.2585672
"TMEM176B" 4.4756 77.766467 50.43285 118.169638 69.643251 45.976495 47.182891 40.3141984 81.581595 37.933127 60.0318603 70.378377
"TMEM181" 8.18266 7.80785 6.63962 10.9035 6.15428 9.17859 11.0546 7.83148 10.6279 10.2823 10.3267 8.14329
"TMEM186" 0.679044 0.686681 0.319242 1.1266116 0.234803 0.941667 0.423167 0.631179 0.490566 1.10191 0.708102 0.982555
"TMEM204" 0.710781 1.61746 0.659286 3.31611 0.493351 1.9129 1.61162 1.65507 1.27246 1.37255 1.7084117 0.926613
"TMEM206" 8.535482 8.415242 6.467484 11.823519 7.28891 6.715511 9.200293 7.062281 8.73772 10.3683 9.45103 9.010851
"TMEM214" 22.746271 30.3858735 21.1848711 31.4969809 21.136451 23.3514216 17.8695418 22.1047203 19.9122571 24.660734 34.6537995 28.4316569
"TMEM220" 1.847269003 2.0868778 4.4804753 2.630216 1.770659 3.924815 5.9915988 1.366385 2.594115 3.264562 2.2047119 3.7146569
"TMEM237" 0.6603361 1.8458224 0.4799664 1.9876612 0.4169752 1.2947287 1.29817628 1.7281075 0.9637757 3.1577658 2.1390826 0.4767733
"TMEM255A" 0.6860979 0.3572142 0.293508 0.482477 0.6452952 0.1330563 0.39921350124049 0.1213753 0.0876931 0.3199949 0.092695 0.4303224
"TMEM260" 24.5573613 17.8921283 22.7492388 23.6336916 15.0766831 24.7374012 24.0911483 28.640038 30.717729 23.830121 17.3190783 22.732165
"TMEM38B" 4.098663 4.956377 3.321051 4.064054 3.724175 4.269831 8.029746 7.69245 4.819681 10.90787 4.512046 4.461079
"TMEM45B" 4.542059 3.338659 4.033988 4.696847 0.1932587 1.98739 3.999343 1.761983 3.900556 1.772573 3.745426 3.293793
"TMEM53" 0.5612936 0.4261352438349 0.4010104 0.63341105 0.6720334 0.5299961 0.51880395 0.7127774 0.805049967 1.0262458 0.7778477 0.4558046
"TMEM62" 12.667486 8.941762 7.93159 11.393406 10.2220242 15.953873 23.1048928 14.482819 15.2470129 16.6926555387 11.6302217 12.403541
"TMEM63A" 55.9279173 95.8701494 48.61436 134.050242 50.039851 88.3820427 86.855867 80.0586589 59.4063462 89.378207 106.725995 76.3950483
"TMEM68" 7.0399012 3.809092 5.49392 4.6382912 4.393019 6.310654 8.9393136 6.2886199 8.3604582 9.773673 5.5879191 6.2685566
"TMIGD2" 0.486438 0.632673 0.393536 0.7991861 0.099943 1.194591 0.819263 1.0379573 0.2167938 1.145125 0.8786075 1.3464547
"TMSB15B" 0.5011966 0.182527 0.107077 1.1191076 0.1289522 0.583987 1.097925 0.6260895 0.531249 0.469808 0.6850748 0.4054428743
"TMTC4" 3.429314419 2.5455349 2.8619672 2.7742493 1.559594 5.144211 5.4122081 1.80801340033922 3.3063843 6.3811659 3.849929 4.1439005
"TNFAIP2" 164.302773 115.009665 102.930237 127.136213 87.914929 57.259967 58.201217 154.35777 65.54252 66.797889 130.556662 111.247141
"TNFAIP6" 16.20682 3.412362 9.892388 3.182494 6.789183 12.8682 14.382408 63.65667 14.901655 10.41305 11.628637 13.883137
"TNFRSF11A" 0.7167318 0.7030411 0.75952305 0.986537 0.0625109 0.9026131 0.5010005 0.25195656 0.1604693 0.164139805 0.2779582 0.902237
"TNFRSF13B" 0.65533279 0.8040995 0.272514 0.9795328 0.3280382 2.2769599 3.1094254 2.294493 1.40558001 3.3327575 1.5751703 1.9808987
"TNFRSF13C" 0.147751 0.385323 0.411797 0.203651 0.275293 0.389831 0.610293 0.389659 0.258373 0.68741 0.638262 0.269938
"TNFRSF17" 1.79836 1.39734 0.951687 2.83384 0.578529 4.67263 1.739411 1.63003 1.071846 2.24341 1.14475 1.37247
"TNFRSF18" 0.1563456 0.3644342 0.3014196 0.475527 0.0941848 0.7381067 0.387889 0.0699145 0.1890326 0.508561 0.2127507 0.3994593
"TNFRSF1A" 491.7944034 245.4737913 264.63131 310.3113578 140.990373 152.61135 168.741644 391.011848 182.3056825 138.4650233 295.512028 312.235415
"TNFRSF25" 4.1630045 9.82344911 2.7646219 13.8891551 3.7546965918 10.5513659508556 12.3658105 6.4035174 6.9603478 11.0086225 8.8170467 6.5115959
"TNFRSF4" 0.0785576 0.3307713 0.3651728 0.4380023 0.0717172 0.3176535 0.4689268 0.0563433 0.140947 0.1411274 0.1389852 0.2117153
"TNFSF13B" 32.97376 15.884751 27.39888 18.427655 16.322316 22.513882 16.514807 52.965313 29.260866 16.154316 26.3351693 37.28896
"TNFSF14" 1.7530715 1.5676184 1.904775 1.450138 0.939474 1.31083 1.17987 1.356574 0.944769 0.6457058 1.233782 1.530842
"TNFSF8" 5.669708 4.635861 3.595292 6.430646 3.404591 4.956452 8.77363 6.74032 6.444752 5.443038 6.486669 5.761175
"TNIK" 20.3412989 25.9392351 14.36147313242 37.6418433 21.961475852 35.11371061 33.0389611132187 19.83000504 21.711734429184 32.3896667 37.360595064 29.67184084
"TNIP3" 0.4335163 1.3342463 0.495177 1.1153271 0.2374293 0.827871 1.0838605 0.4146459 1.991851 1.575935 1.4127616 0.5242473
"TNNI2" 9.564171 6.068414 7.969949 4.377007759704 4.077432 4.432191 5.988261 7.963342 4.921473 5.586345 6.652921 8.878938
"TNNT1" 4.18055 4.054587 2.928444 4.8343133 3.981047 31.5763210006799 3.29565032385 8.25252119 5.5874237 1.620316 1.0711267 2.72649956
"TNS3" 11.98834006 7.68282 4.7978716 11.2302384 8.1707329 6.662688989 5.174194939 7.81492 6.274307401 7.60310237 9.9128763 9.3564995
"TOB1" 19.40402 16.737853 14.40289 23.27771 12.66885 18.48211 22.01084 19.7765 18.5559 20.60981 17.52306 17.24592
"TOM1" 93.270074 43.5366322 53.7177803 72.826445 32.0502656 40.0932696 51.13293 65.6087603 49.7174722 39.2611842 55.9773205 54.115667
"TOP1MT" 3.422937 3.15591350479438 1.73563358 4.3982763 1.8593724 3.9069948 4.5307085 2.2072638 2.932568 3.9327256 3.362881416669 2.5582108
"TOPBP1" 19.9806567 17.142282 16.8454258 18.237529 15.564312 16.337133 20.713714 19.170681 23.55244 22.59435 21.395925 21.261317
"TOX" 3.15711 2.53767 2.41177 2.74413 5.05333 6.2224 3.46942 3.16526 4.84233 6.47437 5.48223 3.94463
"TP53I11" 6.6981259 7.84388623487 8.0526957 7.5205609 4.0323557 4.2279464 4.8541169 8.7002461 3.6841593 4.5563084 4.4129097 6.2693093
"TPCN1" 29.0509498 24.760412611414 18.919803 32.0132888 16.890734 16.1891213 21.6171064 19.4241851 18.4872676006764 20.805935 25.9061399 22.891421
"TPD52" 4.6194809 14.3593788 7.7759446 10.032965 9.0650422 10.5611112 10.28038458 8.16080056 11.2363749092 14.5778502 14.2418451 10.172465
"TPPP3" 2.2923447 1.227009 1.78505 1.3493355 1.115689 2.3602314 1.1992914 2.2455765 3.3901458 4.316525 3.4456145 2.6460709
"TPRG1" 1.8557169 2.4592117 0.538764 3.705873 4.492434 3.0102458 1.7808223 2.171194 4.990808 4.0271078 2.7371954 0.652985
"TPST2" 5.3699834 4.3141605 4.9290895 4.671862 6.9958975 4.5649017 6.8334065 5.94722708 6.3766637 5.4106586 5.4196194 4.7279273
"TPTEP1" 1.4003514 1.6760153 1.45993809 0.898556 2.3659341 1.9411576 1.14284783 0.5192794 1.6744059 2.0853658 2.45278149 3.31544956
"TRABD2A" 8.023054 18.5374581 4.751586 30.6894319 4.2451824195 18.583314 18.0616306 11.9468592 9.8612821 17.2900685 25.0630126 12.7152759
"TRAF1" 1.00836 1.9681097 0.752234 3.16767760249054 1.4829819 2.2908963 2.1170104 1.56691 1.9760649 1.9384577 2.0244961 1.4809644
"TRAF3" 27.11384275 26.2438832 17.4423073000353 32.9773055 24.8586479 22.4871764 27.25831663 42.58826587 31.82654596 43.221269 37.5783251 25.8074776
"TRAF4" 2.8288226 3.0736326 4.183458 6.427526 2.9458142 3.5367479 2.797181 3.684241 2.260212 5.4737454 4.404883 4.1299612
"TRAF5" 21.318309 33.416261 21.656306 34.395163 18.726248 31.281814 54.44158 32.819184 33.47743 57.90721 50.408833 23.522195
"TRAF6" 13.62701 9.7916079 9.1148213 17.061401 9.7523318 12.4007059 10.300784 12.476828 9.9042679 11.767798 11.7576205 12.325312
"TRANK1" 30.913398 27.163153 23.68343 31.371898 23.808108 20.158667 13.597816 58.253311 20.122725 18.452633 36.976465 33.7818
"TRAT1" 7.252505 8.424057 4.004713 14.403176 3.333204 17.041629 26.574295 13.142542 20.861811 22.552932 10.9948556 7.287017
"TREM1" 410.28077 161.85337 317.27407 384.06095 92.887795 160.45332 131.0621 388.73286 188.314605 144.36097 302.0672 332.93029
"TREML1" 36.524601 17.662802 34.8512621 38.378558 26.212187 45.06271 11.900492 20.061594 15.625036 18.844278 29.793335 27.123558
"TRIB3" 0.2211962 1.385807 0.2848911 0.6214371 0.5084449 0.492237 0.3312846 0.517152 0.101805 0.470934 0.7864333 0.6410367813
"TRIM32" 1.85480950735 3.096499 1.30859 3.28448 1.566191 2.849554 2.65874 2.26859 2.805536 3.854659 3.159 2.43063660018867
"TRIM35" 3.8404865 8.132038 3.203697 6.97799 4.717073 8.3813595 5.917312 5.805815 6.08112 5.2155523 6.529944 5.59762
"TRIM66" 14.256527 15.7860635 8.0295669 12.32368096 14.0588817 14.328668 9.4352111 12.6092755 4.560502 9.4136688 11.0972528 8.2776293
"TRIP13" 0.2088 1.037667 0.4059754 0.4764781 0.2566326 0.748958 0.892265 0.7653469 0.471125 0.468742 0.43287 0.150046
"TRIQK" 11.3381435 6.30712693063 9.713871 5.82344604122328 8.714292 7.40546856 14.063377 6.6146570012056 15.652773 8.332222 4.3713939225639 10.6631721
"TRMT44" 3.7628001 3.85181991 2.771076 4.8397418 2.75530668 4.6223192 3.67059418 3.1818945 3.38556418 3.8984577 4.47001456313 2.8365416
"TRPM6" 28.304284 12.760553 11.160256 10.560252 5.19567706615617 5.511484 11.707324 18.02177 10.549399 7.017696 4.80002 15.769821
"TRPV3" 0.1469275182 0.111184 0.1315726 0.1979197 0.37776683 0.3204543 0.3641046 0.1275871 0.1483703 0.4104602 0.2308661 0.2428115
"TRUB1" 8.19287 7.69605 3.98715 11.40983 4.88696 15.74575 11.23792 9.92948 10.7933 18.99789 11.07644 12.02031
"TSEN15" 3.45544309 3.018106 3.308257 5.1864257 2.9112660393872 5.76218 4.56459 3.00042 5.501936 4.584436 3.2909025 3.8697
"TSEN54" 8.7971162 19.135939 16.153462 19.3125326 14.983212 30.867595 22.3965337 20.058041 21.793022 26.776216 21.5675435 17.000175
"TSHZ2" 1.6583905 3.9088884 0.1510263 6.993572 0.6115424 2.581364 2.1123565 1.162692 1.2019538 1.326994 3.8252649 0.3639407
"TSPAN13" 2.73854 4.85964 4.3141 3.07562 2.00556 3.1716 6.58495 3.00633 4.90968 6.26405 5.15472 3.13041
"TSPAN18" 4.263807 8.337651 3.468357945101 9.903510371 4.2376411 9.6473305 5.612118 5.0810696 5.0610497 7.442839 10.281375 6.70015178517
"TSPAN2" 42.920768 27.016458 41.089366 34.579067 20.733081 39.511413 20.0400421 36.920114 42.559359 29.586 74.94045 31.947341
"TSPAN3" 9.82439690445714 11.1220675 8.2438752 11.492382 5.9071317 8.825722769 16.148898100738 10.4481367 10.9661811 19.131671 14.37574413 13.1579422
"TSPAN32" 9.1779926 9.5725141 8.8230001 8.080953 10.1367813 11.112088 8.1809174147367 6.9445729 8.125528 11.07443 7.4357984 10.5352973
"TSPAN4" 4.8000451 3.3938989 4.1397873 3.9298557 5.0753629 3.5018756 3.2863213 3.4590714 2.86051129 2.8406272 4.3324166 4.44343908
"TSPAN5" 41.1283794 49.483574 49.2703352 66.716749 66.794475 59.8639612 38.144424 54.1253954 76.0864053 61.1713038 47.7433687 40.7971425
"TST" 1.83123 1.37179 1.82165 1.82823 0.899356 1.10633 1.33282 1.0897042 1.14368 0.742089 1.19171 1.604844
"TTC16" 1.233977 1.625388 0.5209715 1.398292 2.299219 1.372759 1.994131 1.425321 3.08242 2.917989 2.136439 1.009268
"TTC28" 1.088898 1.1294278 1.773529 1.9081168 1.2818673 0.367096 1.9154052 1.01162821 0.856755 1.070846 3.1970733 0.9109702
"TTC31" 11.8613615 7.5310338 6.64342600083937 9.223931644209 9.2030609 9.3968056 10.4698562 9.37587 8.143185 12.1247286 13.0142934 6.7712111216137
"TTC38" 11.907623 8.517515 10.453154 9.6106327 9.394095 13.058059 9.00911 8.693252 9.216978 14.58262 12.463767 16.94187
"TTC9" 1.23175 0.884386 1.20933 1.3314 0.442036 1.19748 1.24447 1.10353 1.21391 1.20633 1.91871 1.43995
"TTYH3" 13.119217 9.4640413 9.3115155 11.28222061 11.6295187 7.8197961 4.939466 5.5066832 5.0122478143588 7.3940185 9.0632957 11.279453
"TUBB1" 208.476 145.353 136.93 220.084 141.233 175.15 49.6618 107.544 85.6503 93.9487 238.238 134.447
"TUBB6" 4.6992836 5.6777742 6.0852911 3.183541 4.4678717 7.55013960013333 5.032589 5.683382 10.8140539 14.7885544 7.0407029 7.5224486
"TUBD1" 10.442943 6.9546861 5.823929 10.2645203 4.959402 11.19673 15.371356 11.90515 9.4960856 11.812943 10.4393243 8.2363509
"TUBE1" 6.1556538 6.780616 4.7092005 9.9792815 5.82044200481436 9.4798740006204 15.274956 7.057312 15.6404926 13.0097588 6.0096997 5.519473
"TUBGCP5" 4.821891 3.9442856 3.265077 6.000497 2.9177771 6.3475444 7.1504194 6.460153 8.3070149 6.6976694 3.711229 4.4014716
"TUT1" 0.9499655 1.189178 1.008807 1.59013 1.3941586 1.3759934 1.9168141 1.287443 0.70874807 1.6504798 1.80073 1.42509
"TVP23B" 11.100047 6.0832092 4.019121 5.2567874 3.4849257 14.091664 9.7882269 16.063284 8.649578 10.787909301 6.7417398 11.945793
"TWSG1" 2.506993 3.122081 1.674532 2.2888 1.8280779 1.325805 2.048199 1.8018216909 2.384255 2.286606 1.96179 2.079731
"TXK" 39.970185 56.1212344 34.498768 60.713959 25.6954262 68.954286658 78.001104 47.4110676 37.84044 62.696127 64.911703 66.162715
"TYROBP" 7692.548578 3899.105388 5448.89596 4617.3598825 3320.71401 3333.433935 4222.8411 6094.9024 4455.317704 2904.691254 4018.663992 6231.7973
"U91328.19" 0.161035 0.255518 0.204236 0.219281 0.228626 0.120762 0.145437 0.196505 0.102134 0.17737 0.36659 0.345916
"UAP1" 2.30147794457 2.05115315364 1.53835415077 2.232814 1.4297492 4.252286 3.297191 2.118596 2.59901539 4.40728002 2.508433034994 2.471007
"UBASH3A" 4.176172 6.31676000633695 1.7796466 8.461287 3.92942 7.12024 7.555342 7.039991 6.857427 7.975115 9.260644 3.312458
"UBE2E2" 12.400123 6.794327 8.1477782 9.09178 8.3319182 5.4969476 10.6646864 9.29378 12.315601 14.003998 12.159224 9.8995278
"UBE2F" 59.664165 49.5006127 50.879879 46.847659 40.7729945 41.9884794 54.9048088 66.9432113 78.095092 63.5969538 44.429037 52.0868278
"UBE2S" 1.539343 2.000135 1.647499 1.991797 1.9569576 3.110799 1.4516616 2.2343739 1.22805 1.867547 2.179129 2.427688
"UBE2T" 0.908929 0.850572 0.845701 0.87889 0.723157 1.469206 1.294884 1.366886 1.925661 1.222634 1.1894 1.205738
"ULK1" 11.18005593 11.0981053 8.0103972 10.48728054 5.0188638 6.2153929 3.5039574 6.8673256 4.2683624 4.0477267 7.3535742 8.3683209
"UNC5CL" 1.0979971 0.8235144 0.6454692 1.337128 0.4852143 1.4357212 0.741064 0.766138 0.7031165 1.0059262 0.897544 0.708356
"UNG" 2.493696 3.129062 2.1899220383 5.99436 2.522302 4.31444 3.535776 2.97335 5.054569761 6.045067204 3.97798 3.18959
"UNK" 4.6919102 4.9099 3.0913086 5.587076 3.80735 5.6322654 4.0562485 4.6551112 3.4609765 4.331545 7.7115925 3.7337157
"UPB1" 2.772724 1.276121 1.6877683 3.789687 1.5129675 0.674377 3.1769909 2.1354193 2.5970513 2.700997 0.9293975 0.9393298
"UPRT" 11.125354 7.345592 6.986108 13.2797878 8.168678 11.494653907 9.42751 9.977806 12.688974443283 13.728727 11.278405 8.631732
"USB1" 70.9844784 50.3879708 63.7522926086 53.878444467379 42.904523 45.2243393 28.862879 67.6096923 42.428473 36.9098751 50.8538939 52.3645262
"USF1" 40.525572 30.891328 28.211519 34.530917 24.630285 26.25375 21.889187 41.040775 25.6913886 21.0330922 30.71409 42.55859
"USP20" 6.299883032533 10.9387090000983 6.14074780152859 12.3216775027681 6.6241815 9.91421840954877 5.1190221 6.7623802 6.8685553 7.0785341000539 10.7850309 7.022025
"USP28" 20.525795 17.9061358 16.2076921 15.865175 22.172372 25.854234 20.7436638 19.1463699 26.5773387 29.478042 31.3765912 21.914534
"USP39" 33.30806953 31.0097745 27.024178 33.2333725 24.2117787 25.9942626 27.9307197739 35.432383 25.38464849 30.3468999 35.814847 28.258429244732
"USP42" 8.319049 9.433749 7.257284 11.0606588 6.90670919088 7.887027114 8.727084 14.274385 9.27608 10.752838 13.277265 8.392789214
"USP45" 8.969855 6.9667646 6.9969662 13.489986 7.8998959 11.1238107 17.9016382565 8.6774655 16.8573634 13.6151428 10.049241 12.1132866
"USP46" 4.8624066 2.9571904 3.25203696 7.3305917 1.8910556 3.732051 3.8216399 1.7817852 4.11087326 4.9383252 4.4282795 3.5650552
"USP49" 2.0487619 2.0022092 3.127098 2.3137369 1.6349806 2.161105 1.0635952 1.758315 0.9747704 1.922173 1.6946782 1.1626591
"USP53" 3.3169243 4.2764703 2.196959 4.02813 1.0523148 6.4503619 6.7081557 3.255472 8.43581 4.6591071 4.9092363 2.176258
"USP6" 0.1012224 0.05891427 0.039741325312 0.0470313 0.03377817 0.0586277556406 0.211712 0.1511246 0.0867068 0.104096117965 0.2291989 0.26319275756
"UTP14A" 7.5374434 6.5842409 4.687511 8.1012511 4.749943 7.689702 11.655656 7.816907 8.3981852 9.7139598 10.216579 6.330219
"UTP14C" 5.55407 4.90313 3.56714 6.11657 4.38091 6.65979 7.31506 7.55279 6.86056 7.2853 7.47185 5.62458
"UTP20" 3.230467 3.4723 2.0984983 4.472287 2.0793067 3.0223147 4.917443 3.976718 3.57623 5.592779 4.818554 2.8436093
"UVSSA" 4.916605 6.7562019 3.9070061 11.837482 4.2619884 3.372278 3.9409158 5.867084 3.0157697 3.8748852 4.5650841 4.373079
"UXS1" 11.5621825 12.1653529 7.344329 16.240683 7.6557857 16.164339 16.088179 11.1980788 14.49663 17.369943 16.9132465 11.9354571
"VAMP1" 14.622876 14.575814 10.699224 17.1103811 9.2423053 13.565006 17.54978 17.7000319 13.476595 14.624362 13.8016582 13.974329
"VANGL1" 2.092709 2.6179825 1.95494932 2.672551 2.84790166 3.221646 2.92594474 1.9045 2.527405 3.425262 2.878892 3.4943523
"VCAM1" 0.0930082 0 0 0.114031 0.0835765 0.0412253 0 0 0.0291849 0.322235 0.0412161 0.0480956
"VCAN" 429.753943 204.95220446 249.252285 338.592267 207.47404038 131.1832482381 188.993503 224.356 297.4925874 193.185769 221.181927 327.008950337138
