"" "W070517001156" "W070517001157" "W070517001159" "W070517001160" "W070517001161" "W070517001162" "W070517102034" "W070517102035" "W070517102036" "W070517102037" "W070517102038" "W070517102051"
"B3GNT7" 0.0745927 0.2288276 0.0896929 0.1108769 0.1034357 0.1143554 0.2513697 0.2076007 0.0659389 0.1674017 0.139472 0.2406289
"B3GNT8" 30.97288 18.690035 17.626897 18.81257 9.375211 9.5164 13.602246 19.988015 10.080266 6.593563 14.58372 17.17023
"B4GALNT3" 1.1375273 0.2332999 0.63938112 0.7113929 0.4934961 0.605229 0.856009 0.2394647 0.8664693 0.4294888 0.5051349 0.6448781
"B9D2" 12.45208 5.05014 7.588957 9.8329353 4.15806 7.16397 5.85672 9.90925 5.633797 7.4564 8.66181 8.498612
"BACE2" 6.4137230548142 4.1345307 5.2018278 5.49342932682 6.6915544 6.5488002 4.71313826 4.49504088 3.8160262 6.0483676 7.105895 7.08638468
"BACH1" 124.70176726 50.943439 47.735407011 58.111786139133 45.402901 41.264024 54.448561 108.19059 65.156773 49.080065 66.833607 68.818791
"BACH2" 1.9115089 7.9583644 4.632715 7.1674716 1.4540836 3.924428 6.445257101 6.62171190026808 3.8086179 7.0639533 8.88498664 4.24440079
"BAG2" 0.100501 0.0409859 0.0564041 0.0738255 0.114827 0.121717 0.195748 0.073072 0.192167 0.266909 0.148218 0.0847692
"BAG3" 2.470902 4.555451 0.9591786 5.430816 1.53559 3.978846 2.463774 2.737161 1.6918486 3.409648 4.717832 2.195948
"BANK1" 9.749607 12.555683 12.9617036 10.10296 5.7843738 16.225723 25.350756 20.05902 20.236996 40.69862 30.594592 10.351186
"BARD1" 3.3138136 9.0570111 5.6181709 6.626545 4.135878 4.6525783 10.2372531 2.9660737 9.952457 10.7214055 8.09368 8.054662
"BASP1" 47.68729 48.53313 56.82267 44.37987 15.861632 26.421299 16.75803 57.25434 26.09959 13.558146 40.44293 31.8953
"BATF" 5.50012 3.045484 3.60069 4.78824 4.77104 4.84218 4.81412 9.19233 5.156642 6.9309 6.17186 4.90322
"BBS1" 13.0568655 13.791785 8.25443110274789 18.452887 9.561805 12.576036 15.6092250052225 10.5253692 9.5774634 18.4532608 16.2293091738 12.643223
"BCAT1" 7.6295884 2.607142 7.3508276 3.787699 5.8280642 1.7745367 4.3308215 2.551879943 5.6377444 2.854386 4.7794011 2.9970512072
"BCDIN3D" 0.3996539 0.4277868 0.869691 0.618917 0.63929 1.197078 1.356652 0.648113 0.473091 0.5892183 0.5291986 0.4533
"BCKDHB" 5.798111 11.195737 7.587076 11.497908 7.940751 10.508936 16.232797 8.64703 16.422839 14.829308 13.820878 12.460245
"BCL11A" 7.6381045 7.9761421 6.2584364 7.04525066 5.8589902 7.85678 9.390036 6.9541254 10.0035082 12.8719229 12.2147789 9.49412152
"BCL11B" 0.5867031 2.349225 0.5656321 2.707626 1.39235 2.024828 1.195508 1.0548943 0.7827084 1.474547 1.8297875 1.184371
"BCL2" 2.270682 3.9846556 3.038015 7.371485 1.8406803 4.615161 4.34595727 2.6445117 2.405086 6.42518401 6.3991555 1.7520987
"BCL7A" 1.71884826 4.642612 2.69519088 2.327349 1.44152676 3.9966049 4.4308298 3.8730268 4.8088077 9.69615323 7.6061365 3.2842074
"BCL9L" 19.142657 39.901735 14.244987 45.519066 23.366999 40.050495 26.147253 27.180774 23.963374 39.186445 53.613603 22.034123
"BCOR" 16.413032 15.6583462 11.0206625 18.600439 9.5532232 12.1044094 8.8742174 13.4785939 8.7980909 16.1626975009431 20.7595086 14.491608
"BCS1L" 13.549408 16.5548696 6.2120432126 13.0681656 8.7847246 12.09129031 13.5846042 11.1102535 18.353722 19.013588 10.7328924421 12.708788
"BEND5" 1.63669 1.010029 0.7542687 0.96853 1.0618083 1.9024208 3.468504 1.0875962 1.41345 3.313954 4.055349 1.6461594
"BFSP1" 0.0635519 0.1757772 0.283144 0.120513 0.116102 0.779489 0.309498 0.2578971 0.540683 0.33319 0.180042 0.304464
"BHLHE40" 23.337489 14.470245 18.914183 20.341248 12.412567 17.344996 12.59416 13.137848 11.900707 15.785204 23.559253 24.095203
"BHLHE41" 4.6436404 7.695961 4.547049 6.8114896 4.7943947 10.192285 9.249878 9.338794 7.011964 15.550412 17.362555 7.3524685
"BIRC3" 13.4943032 12.381095 10.193243 18.314136 8.2988943 23.917371 33.788888 16.858728 32.750158 35.450599 22.259823 14.033942
"BLK" 11.053068 24.2277226 13.201499 20.401344 9.878076 12.863234 23.8917288 18.760217 15.663464 40.397181 33.042174 12.292018
"BLNK" 18.307681 25.44908 23.2786160021704 16.071629 14.0958741 24.002416 38.859694 25.686431 29.403987 53.282068 48.837402 23.221723
"BMP2K" 249.3799063 116.5136837 131.113592 149.9009181 94.1862414 115.8889394 127.5255138 180.4043016 143.5593683 123.509613 166.2825291 129.919032
"BMPR1A" 0.517012 0.785578 0.282341 1.28701 0.455075 0.979179 1.56462 0.887241 1.38315 1.13803 1.09265 0.577314
"BOK" 0.019494 0.125497 0.0190146 0.056878 0.0206126 0.0827441 0.0750473 0.0341531 0.0188409 0.0198645 0.01472 0.0661059
"BOLA2B" 48.32087 60.67515 83.01435 72.18225 108.01305 75.39895 144.6021 63.88891 116.91299 149.48378 94.98001 101.47613
"BPHL" 0.6684629 0.7554794 0.3717803 1.2910953 0.593341 0.530015 0.9236165 0.7103709 1.0234373 1.5767045 1.31801571 0.776965
"BRCA1" 19.3038520265471 12.431012 10.6010674 19.6939966131 10.1300319 13.0484852 15.2566749 17.6443055 16.9843034 12.8744916 16.3078009 15.484356
"BRI3" 81.7704765 47.8743425 55.2592664 56.123931 37.469355 34.0840957 44.6172068 84.714634 46.5245036 34.251093 42.0358403 60.237453
"BRPF3" 19.4072972 16.427055 12.0082464 15.937485990269 9.975606 14.511798 12.2350288 11.2562708046431 10.4674742 14.9087724 17.0322685 14.8398788139
"BST1" 125.07013 80.44084 67.78293 73.85845 49.702003 58.673387 75.84542 175.25311 114.57562 47.49725 77.07622 73.68621
"BTAF1" 39.647019 28.738623 24.525525 38.812816 23.84679 29.86894 50.825966 41.603255 39.48782 50.06871 41.438991 35.53531
"BTBD11" 4.9440414 7.213912 4.4472475 7.5815689 2.94925470610996 4.2809596 4.6166855 3.1881472617 2.47170535414 5.0378409 9.25673550935 4.794824
"BTBD2" 9.0962456 7.480848 7.4943723 8.3699229 6.002939 9.4693609 7.000388 8.241458 8.5702653 8.9694906 13.926563 6.3945376
"BTD" 6.73802 5.34817 5.714473 6.9989926 4.4022 5.899109 7.200141 6.8577956 7.3499511 12.7688174 7.666022 6.0097734
"BTK" 86.6882516 50.814151 68.196716 72.990831 55.0916300013817 61.876667 74.5390984 75.5080685 71.434948 79.021374 73.848932 91.321945
"BTLA" 5.71137 2.807117 3.83073 5.576749 2.2915272 5.19324 13.00606 5.21843 8.36804 12.242947 7.899172 2.222793
"BUD13" 9.855901 6.400973 5.706265 8.818183 6.55914 6.04183 7.949711 8.190159 6.341599 8.678569 8.759571 7.446972
"C10orf11" 8.273391 3.9684231 4.036182 6.498853 7.3089062 2.1233913 4.910819 7.7307 7.066543 3.8100803 3.0091087411 5.357289
"C10orf128" 16.7699466 9.012266 16.8442858 9.289944 7.694419 10.324009 13.239569 10.8927366 8.223115 7.71583 9.0800488 14.6985697
"C10orf35" 0.0880338 0.1191049 0.0827778 0.0988414 0.1912379 0.461182 0.602019 0.3709851 0.111061 0.284664 0.2156024 0.363987
"C11orf24" 6.49455 6.6678276 5.2206576 6.7089709 5.6311852 6.418351 8.048936 5.249564 7.3087081 8.8459 7.5909278 6.654968
"C11orf63" 0.6077528 0.6442882 0.312209 0.616433 0.5565012 1.5021422 1.2447251 0.732379 0.785592 1.4843597 0.718971 0.7239495
"C11orf71" 1.6181964 2.070681 2.383872 1.586668 0.675863 2.61965014 2.5823458 1.374671 0.5390288 2.569361 0.7120402 0.293964
"C12orf42" 1.5538281 2.5193178 1.3894836 2.1425449 1.3190729 1.224569 2.6901962 1.5282304 2.4970987 3.674175 2.8909316 0.5126183
"C12orf75" 6.6487316 8.6908573 4.0942956 7.7616902 9.5454181263 18.399412 10.8330809 8.679444 16.082015 19.313806 10.013663 10.248225
"C14orf80" 0.9206322 1.5801911 1.0226351 1.0816103 1.19500917749 2.3640027 1.4145113 0.6077447 0.715396 0.881632 1.1152993 1.60382716
"C16orf46" 0.1648751 0.037876 0 0.2379906 0 0.0644432 0.199921 0.10201 0.041214469 0.0142951 0.0616284 0.0488975
"C16orf58" 10.3896273 13.967837 6.2831826 16.5769824 9.4981648 15.11712 14.917864 10.579106 10.4329733 16.5743626 18.4416965 10.860083
"C16orf74" 0.1543596 0.469641 0.140245 0.255706 0.1111879 0.493197 0.3279309 0.0860355 0.4747773 0.284808 0.3202717 0.1669281
"C17orf75" 1.3139546 2.3388676 1.64228 2.4528975 3.1563515 3.940603 2.96510512 3.2764943 2.2884676 5.118955 3.74292925 3.545477
"C19orf33" 3.593813 1.17845 4.02377 1.742858 0.70597244632 1.311847 3.008162543065 3.48384 2.61837800402143 1.301599 0.879912744 1.386348
"C19orf38" 38.59877 22.55783 27.08255 23.13557 18.4033 13.968644 24.55414 36.57297 21.06349 16.82924 18.11102 27.65892
"C19orf68" 0.1796793 0.354222 0.2932762 0.322237 0.2633886 0.244829 0.149403 0.268841 0.0970872 0.182804 0.341541 0.193757
"C1orf115" 0.0152348 0.0141912 0 0.012353 0.0169167 0.0245191 0.0448789 0.0121187 0.0133575 0 0.0105108 0.0262761
"C1orf167" 0.00512591 0.0521042 0 0.0209398 0 0.12616 0.02350818 0.01636848 0.11748 0.0034797 0.01534988 0
"C1orf177" 0.504934 0.282514 0.595169 0.865847 1.406125 2.28802 0.594455 0.538994 0.826038 1.28283 0.988297 0.863904
"C1orf186" 0.280713 1.2311281 0.4621222 0.1003896 0.8949973 0.323924 0.785794 0.901055 0 0.1959593 0.5490994 0.3000449
"C1orf204" 0.6677288 0.358501 0.6500984955 0.4777361 0.1638748 0.3706251 0.257287 0.9609642 0.481692 0.914385 0.5551302 0.473183
"C1orf21" 3.028121 3.042308 3.132219 1.844781 7.102827 9.014121 6.325334 2.399182 9.421162 8.289781 6.039312 6.3817
"C1orf228" 3.169956 5.9841055 3.1546515 5.6713492 3.0230696 4.787853 5.72882 7.6312902 4.704306 8.6778986 5.2880204 4.8881659
"C1QA" 0.865237 1.9275941 2.720412774 4.692069 14.554069 2.2673436 3.518347 3.247945 4.181697 3.458114 5.00875 5.215524
"C21orf58" 0.513111 0.8963738 0.5635112266 0.4870782 0.7610528 0.6933118 0.4553389 0.431996 0.4200546 0.6668189 0.5888788 0.4694346
"C22orf34" 2.0159462 2.1510791 2.4164409 3.347432 3.3354826 3.414415 3.2976497 3.3555087 0.979468 2.192548 3.2233998 2.7124518
"C2orf40" 0.0586061 0.584722 0.0937152 0.572595 0 0.214058 0.490173 0.0702883 0.186197 0.563 0 0.0630655
"C2orf42" 5.995005 4.2086526 3.806969 7.490564 4.43648 5.145572 5.381469 5.441136 5.227121 5.91939 8.131389 5.612748
"C2orf47" 2.611668 1.745344 1.428267 2.035821 0.995966 2.39589 2.883397 2.969497 4.224903 2.651594 2.378914 2.771853
"C2orf88" 9.3943008 11.98491 10.1889117 7.392118 9.8248642 12.8071449 11.3628327 9.0604744 13.3054668 11.488079 10.7271332 14.835992
"C3AR1" 9.583967 4.81776 6.00496 10.77387 7.337861 5.70615 4.121732 7.97776 5.24446 8.598681 7.80786 11.5852
"C4orf32" 0.338872 0.300951 0.1947 0.248821 0.27083 0.496027 0.380945 0.50466 0.27099 0.203752 0.318981 0.388868
"C4orf36" 0.459154 0.593739 0.267933 0.328954 0.18619584 0.5240758 0.3267297 0.1882363 0 0.318035672947 0.2381383 0.6378933
"C5AR1" 113.9397 67.1106 70.0168 81.7433 28.4864 28.8012 39.9875 91.4846 48.9168 29.9916 70.0434 59.6336
"C5AR2" 48.4956105 41.654251 45.0547344 44.0945035 19.914973 22.4957842 21.923595 35.756413 19.1485348 14.411338 31.9847317 35.785641
"C5orf30" 0.726313 1.38045 0.599436 0.6993546 0.735777 0.502657 0.5218615 0.630851 0.938066 0.600645 0.605834 0.900231
"C5orf45" 3.6613231588 5.6836731 4.6323334 6.82844779 2.85011614 8.7241951 7.0740618 6.6676802 6.6119147 10.1118023 7.2425116 6.1812208
"C6orf203" 11.478102 6.07513 5.6052808 11.518616 9.103883 18.247848 19.041363 11.2022872 16.308255 17.40003 12.26435 9.229392
"C6orf25" 5.9488437 6.977908 6.011389 9.182542 6.4528139 10.107229 1.4652858 2.615903 2.430461 3.7638784 9.2782194 4.593324
"C6orf89" 83.894467 59.413853 51.773149 67.096806 36.651382 47.384475 50.125427 69.599717 47.42385 52.567636 72.991203 49.129615
"C7orf60" 9.15666 3.43296 5.31104 5.87537 2.53046 6.29384 7.34824 6.41254 6.85452 5.07696 3.233586 6.23761
"C8orf58" 0.8366396 0.5282178 0.7243008 0.8862874 0.6076008 0.620899 0.9369871 0.8238542 0.8650906 0.6706138 1.1155372 1.0532882
"C8orf76" 9.560567 8.041306 5.870488 11.199118 5.986809 7.119671 11.13057 7.269255 9.526896 10.186182 5.098263 8.593034
"C9orf139" 0.268324 0.182787 0.136385 0.2013285 0.158115 0.2228052 0.1535504 0.227295 0.2429585 0.0879137 0.139568 0.226761
"C9orf72" 60.15175 19.08173 27.89085 41.495393 25.2256 29.46076 71.54465 90.99436 81.220188 43.48831 32.57774 61.52952
"CA13" 1.0736893 0.9535336 0.9944255 0.80777 0.3510019 0.49472 1.0859 0.650796 0.480321 1.219245 0.8822295 0.972647
"CA2" 29.331363 60.362516 50.410953 40.971711 41.83995 25.516456 22.371162 26.052806 34.65676 44.822138 57.1204899803 41.13677
"CA6" 3.523682 6.264026 1.472773 13.531722 0.4683778 4.392661 6.243996 4.9318455 3.8427055 7.268792 8.256718 2.829413
"CAAP1" 6.0913046 7.13727210956 2.933219 6.2194625 4.577636 7.71533321 8.182205 5.505177 7.308846 6.810724 5.906651 6.051216
"CACNA1I" 0.542600440547031 2.433858648566 0.2725232 2.39008260651415 0.385557150069781 1.21742370017411 1.20340785 0.8262008 0.5204411 0.911128 1.6079905 0.469488100175554
"CACNA2D3" 8.326677 4.288876 4.57488057649 9.245025 4.922732 4.5546914479 6.264967 4.194095 8.550696 3.915522 5.195241 7.2951952
"CACNA2D4" 2.70361266055 1.9396128 3.56465664 3.42990030034965 2.142719 2.59933106713755 5.7566735 1.49202434008593 4.163424 4.0265195658549 3.2789766 1.99215617
"CAD" 4.0558371 6.5955143 3.725145 9.4321814 4.332833 6.529618 4.1374624 6.99229840409 3.102453 9.3107741 11.5845896 3.405451
"CALD1" 3.6019466 1.466693 1.2267768 2.51954760471 1.7735157742 2.2115706 1.80015894 1.8052696 1.2392129 2.2378183 2.09192601 1.4361037
"CAMK1" 8.402502 5.9665665 7.129481 10.8505921 7.47034 7.3773453 4.5205928 3.776197 4.941081 7.632275 7.8748068 11.91739
"CAMK4" 13.452103 22.0445957 5.3595086 31.8954386 6.729166 31.9595397 37.7757558 25.9621961 18.2629868 33.2795399 22.8339764 8.1919201
"CAMKK2" 22.3015997 24.356342 21.4055886004255 23.0458790002676 17.406788 12.8258077 12.920145 28.139865 16.2696075 12.0417031 17.7955357 22.6178623
"CAPG" 30.4959686090569 24.6845597 26.956915 22.5985982 25.62671322211 24.7479712 23.246858 15.77963079566 22.7376880162457 21.107989 26.119704 34.1133439
"CAPN12" 0.448903 0.6861707 0.8520234 0.7793863 0.801469 0.486814 0.3346171 0.17340598 0.638198 0.54586305 0.5027713 0.4013607
"CAPN3" 36.3394500027781 37.037615 27.897458 35.5347 22.4910000702289 22.676909 27.038705 40.77564 35.1118035 32.63213 37.9668563 35.172466
"CAPS" 1.40857163 2.0293402 1.50777285 3.0817303 1.2946794 1.8500149 2.6251402 2.2304904 1.962559 2.8165379 2.3033639 1.4145379
"CARD9" 4.258212 3.3129679 2.6524509 4.550786 3.648068 2.0897763 2.4152118 2.5937895 2.323218 3.2574324103922 4.1253475 4.761388
"CARKD" 1.248772 2.221765138213 1.368257 1.851951 1.791028 1.542803 1.785306 1.813505 1.346228 1.7111556 1.85294 1.036946
"CARNS1" 0.17594278 0.4611631 0.2711948 0.4580066 0.686134385 0.4680075 0.355822700983607 0.2773881 0.2916936 0.618434470082879 0.5963578 0.2989374
"CARS2" 28.0691431 31.9031975204 22.458830971 29.349512000187 23.5918883393472 24.6462217 28.3637604 42.9461193 26.6927863 23.9658689 29.22977453 37.2886213
"CASP10" 37.148945882 33.733129 30.4917854 42.230082 22.894013 29.684664 46.6717614 43.696909 30.181904 40.4905916 38.395471 38.9859852
"CASP3" 7.462048 2.713672 5.0463724 4.392653 4.173681 10.424986 8.006015 8.298614 9.189817 7.6520946651 4.889218 9.932011
"CASS4" 34.97248 18.770104 21.19886 19.2231 7.89666 8.486291 12.209436 23.15019 11.90515 8.548795 19.937137 18.33829
"CATSPER1" 4.04654 1.87184 2.67306 2.466447 2.436221 3.89709 2.70298 2.248071 2.81038 1.581117 2.964505 3.13744
"CATSPERG" 3.87997170419268 6.78845036554 4.5520522 6.0061315 5.83009125 3.43814658 5.5166528 6.8356401 4.608388 4.699093101516 5.6713027 9.59044212505
"CBFA2T3" 21.3058033 18.3167729 13.9679476 14.2807207 11.4221543 9.1244232 6.7323789 13.33494 6.3903954 8.0793514 17.242584 16.5089143
"CBWD3" 477.1327248 305.247071 297.0819823 368.1455599 259.655505144 356.126381017 391.8095515 569.0037804 368.685624169662 419.7916343 340.36328673929 393.375730001831
"CBX5" 18.417281 25.250815 13.771344 27.762122 14.1581434 15.883811 33.2526516 20.399041 15.9267886 27.6073139 27.0960708 19.690194
"CCBL1" 2.7623476 4.142575 2.2904952 4.071669 1.74541890025193 2.328096 3.717705 3.382596 3.0366635 2.8705668 4.5620168 2.5672348
"CCDC102B" 0.75574200159992 1.8489556 0.9101208 1.334227 0.1813578 1.256068 2.828224 1.4818742 1.06023 1.934881 1.850309 1.287673
"CCDC112" 6.706711 3.590248 2.681144 2.689191 4.176995 4.471187 8.130446 5.166569 7.620445 7.304231 5.774206 3.912
"CCDC117" 39.414371 27.772465 20.643092 37.330719 22.2063467 37.5112699 37.3565662 36.380121 28.1805309 39.835362 32.028408 29.1444247
"CCDC120" 0.441283 0.5707262 0.3300818 0.276491 0.4840455 0.8433025 0.2862905 0.41730896 0.4340575 0.5111755 0.4176362 0.2982797
"CCDC127" 3.659127 2.876703 1.3403 4.2313 0.88345 4.796187 4.298885 2.16025 1.553122 5.812916 2.441601 4.661674
"CCDC138" 1.56592 2.020059 0.700632 2.0007258 1.39162653 0.952878 3.23858388 2.165605 3.900601 3.4608631 1.584054 1.661587
"CCDC141" 4.570176 5.941025 3.124922 12.6894225 1.2518997 6.866135 6.8820107 5.383842 4.1664033 9.3341949 9.0497851 5.4303344
"CCDC142" 7.4377883 6.823683 5.3712604 8.114995 5.264446 6.9803049 8.0392811117966 5.3260087 5.204351 6.7759229 6.539349 6.421662
"CCDC15" 6.9356827975 3.772616134 2.874207 6.6432249 5.2283 4.104145 7.08397000113553 3.957703 7.21586400211459 8.4773327 9.4621776 2.84238
"CCDC150" 0.429989 0.372703 0.31553476592 0.406041100688978 0.6024858 0.9979123 0.5387998 0.3280309 1.096854 1.32895 0.55408572 0.2934718
"CCDC151" 0.07126 0.0933923 0.0741895 0.0873268 0.099036 0.04344704 0.2206438 0.0466103 0.053038 0.042991 0.1657320459877 0.15641
"CCDC157" 0.4458744 0.4547509 0.66734920172665 0.8144509 0.3466802 0.52283128 0.8753378 0.22007626 0.3997379 0.604849300901626 0.4618141 0.8699869
"CCDC180" 0.9552605 1.9817358 1.1737363 1.3454847 1.62389323 1.9785799 1.7861225 0.888686 0.7430815 2.9798523332 2.3167127 1.2241179
"CCDC24" 0.1710356 0.2401466 0.23406391 0.2383732 0.15092527 0.118347095344 0.1314365 0.0942837 0.2196212 0.5730676 0.06109231 0.21182999
"CCDC28B" 0.5755598 0.614134 0.8186017 0.54691 0.4963247 0.5869951 0.889098 0.9223525 0.6781351 0.9203089 0.9508295 0.524839
"CCDC30" 1.900709 2.0323183 1.2695155 2.4334316 1.2444344 1.2589666 2.8147462 2.8907783 1.3653588 2.1538528 2.1487897 1.6905547
"CCDC50" 10.731955 7.797091 7.441262 5.253481 7.728547 12.21407 9.039143 10.24699 13.58728 14.53073 13.672822 12.40644
"CCDC71" 8.79225 7.6792 6.73916 8.44683 6.27663 7.34906 8.78199 8.00432 6.09958 6.77024 8.11701 7.31131
"CCDC74A" 0.2727643 0 0.0247718 0.0511839 0 0.0983206 0.1328935 0.055737 0.028863100233921 0.0260602 0.0330097 0.0279042
"CCDC78" 0.3425519 0.4205635 0.3814103 0.4956796 0.4218157 0.3666082 0.6417713 0.68416876 0.2977653 0.8009774 0.4509351 0.3165991
"CCDC82" 22.9535994 11.946194 5.07078280093373 10.05929 6.2283304 23.910295 35.583711 20.7261561 29.1674887 19.428126 10.1026385 14.883808
"CCDC88A" 31.095751 15.0984964 13.651154 19.7165042 17.7543277 18.7011586 27.78349 17.369927 26.038218 21.7986133 15.4222791 23.7478463
"CCDC92" 4.0415864 3.2449983 3.4534794 4.8334796 3.4936457 5.1499184 3.189266 2.61617980128811 2.9016458 4.7210999 4.7475494 3.6857309
"CCHCR1" 1.3938190709 1.6748212112031 1.6912439 2.1575088 1.03710613298 2.4698688 1.181208622 1.2801669 1.426353 1.9072948 1.17234126 1.2424974
"CCL28" 0.704617 1.1252797 0.991304 1.0783001 0.769479 1.39533 2.3125326 1.6721252 2.1914314 2.8624506 1.868713 0.9055414
"CCL3" 10.2718 3.3103153 9.92067 4.958104 9.4484 2.885249 6.49107 4.700423 6.20994 8.53472 5.768055 9.6393363
"CCL4" 51.63952 23.47824 50.27194 32.63997 59.69872 52.90022 47.28713 36.49735 62.88793 75.44122 65.009002 70.90834
"CCL5" 82.5977247 82.8645842 94.64144 86.82551 135.19609 154.29782 80.38954 80.7044229 141.510976 165.80349 118.8461828 119.92341
"CCNG2" 100.0032163 55.8626959 62.551309 59.6121469 32.779169 43.2087495 58.5384587 72.2526455 53.5779252 52.3713973 63.8031814 61.7638823
"CCP110" 8.885906 5.386222 4.296097 4.6561439 4.428195 6.2686423 9.6798462 9.530947 7.9035557 8.0478077 6.6297001 6.2580036
"CCR1" 17.1891 5.29708 7.15787 6.78789 6.47153 7.4618 5.47935 14.3485 7.79589 4.91269 12.693 11.5909
"CCR2" 71.10243 45.83922 32.01284 54.29573 43.16959 33.995 61.39139 47.92067 68.6361 45.49057 40.65587 65.57837
"CCR5" 3.2485627 2.1313372 1.02146 2.7463776 2.3437758 4.8994644 3.186207 3.948476 6.0377863 5.466729 4.114869 2.688176
"CCR6" 0.09051985 0.526374 0.265378 0.427945 0.1553865 1.0767371 1.42082 0.269489 0.196671 1.139475 1.1391036 0.178149
"CCR7" 13.56979 30.38721 8.11234 35.35805 5.723039 24.93749 29.23394 31.2039 14.50503 32.83572 34.15389 13.68776
"CCR9" 0.828916000180811 2.950578 0.2967794 0.268637 0.603214 1.513423 1.375595 1.57299880370711 0.812865 1.8757607 0.767391 1.8065724
"CD14" 50.696637 26.65341 36.4371 48.100929 20.342136 25.22606 17.693389 23.24148 20.321243 15.61196 29.40373 50.9305667
"CD160" 2.3177685 2.072762 3.6410773 3.831255 3.41167 4.0569221 3.8623126 4.8768215 4.3417785 7.096309 3.5434614 3.7637627
"CD163" 22.114455 11.40849 10.5876945102731 21.412014 13.426074 9.1097164297489 8.3604423 11.710382 13.0791691 8.872655 18.6877123 13.9789124
"CD180" 2.91573208305 2.6655 3.223334 2.98133 2.459839 4.5166 6.127392 3.44153 5.79424 8.4079 5.931899 1.78264
"CD19" 1.708514 5.789213 5.2628905 4.3808854 2.4685224 5.0585027 7.652678 6.165749 5.962939 11.456393 12.2227410052663 3.467522
"CD1C" 7.837873 5.68391 4.86857 6.700587 2.85022 7.719939 11.08046 7.29883 8.26339 10.23075 12.361142 4.955944
"CD1D" 4.60451 3.92116 2.34168 3.98509 3.47934 1.69113 2.74192 3.44307 3.04163 2.76798 2.94195 4.31614
"CD2" 22.521305 33.96086 16.838692 54.26058 32.474291 58.52281 77.99674 39.678425 69.058703 70.29334 60.933874 38.074691
"CD200" 1.286908 3.23791578337 2.553783 2.169736 1.0751820354716 1.946002 5.4475190738 4.056398 3.140439 6.161782 5.84151 3.056521
"CD200R1" 11.906928 4.30757 4.270636 12.924966 4.558661 7.6586696 10.658051 8.828294 8.285805 9.366524 4.6585819 6.55404
"CD22" 6.1742619 17.7343522 13.7418008 9.1402460894976 7.869128 13.318923 23.6651555 20.5216918 18.6421205 38.8335073 36.600687 10.5821971
"CD226" 29.5163933 20.5587458 21.9545593 44.1300702 31.7144049 57.3841625 44.9182875 27.7630869 48.59442595346 52.7262857 32.6176289 31.7593654
"CD244" 30.754383 17.536176 25.43491 27.847929 32.767612 33.008166 31.153024 21.86251 33.45208 41.195684 27.920377 40.271126
