"" "T cells CD8" "Monocytes" "T cells CD4" "NKT cells" "B cells" "NK cells"
"BCOR" -0.0890476006186124 -0.0884783405564877 -0.0903469500923664 -0.09641978855325 -0.0269486845174328 -0.0592008746747147
"BCS1L" -0.075443267262478 -0.0896935598937812 -0.09641978855325 -0.09641978855325 -0.00739079418880205 -0.09641978855325
"BEND5" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0193632536176574 -0.09641978855325
"BFSP1" -0.0860360532287308 -0.0939482911456355 -0.09641978855325 -0.0556581346624576 -0.09641978855325 -0.0658765809445715
"BHLHE40" -0.052688647074148 -0.0584120951775727 -0.0882138489642915 -0.0349070651045131 -0.0647129348055129 0.0695667248430832
"BHLHE41" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0165591824896017 -0.09641978855325
"BIRC3" 0.0324512455422664 -0.0409465688743621 0.305386329595347 -0.0564760022082351 1.17226798999441 -0.0625128764777274
"BLK" -0.0926337942874637 -0.0953803320623219 -0.09641978855325 -0.09641978855325 0.274585446242927 -0.09641978855325
"BLNK" -0.0941086166448071 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.186380033274848 -0.09641978855325
"BMP2K" -0.0843928827497498 -0.00896044722315949 -0.0903305073889524 -0.09641978855325 0.00247805276908758 -0.0530863173607921
"BMPR1A" -0.0843097841654964 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0620354671557042 -0.09641978855325
"BOK" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0657632965796891
"BOLA2B" -0.0634446573905927 -0.0706376851135257 -0.0758167721620691 -0.00158504021195518 -0.0785140510564566 -0.0656315351528685
"BPHL" -0.0837329398761133 -0.09641978855325 -0.090422523193213 -0.0622815918584186 -0.0234342006811005 -0.09641978855325
"BRCA1" -0.0867979351171892 -0.0899531728019075 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0613280170420379
"BRI3" 0.00985614864062686 0.67985646711123 0.0195023094565715 -0.017688267229669 -0.00567287343459654 -0.052841271569089
"BRPF3" -0.0891821533568955 -0.0916390731904455 -0.09641978855325 -0.065047794718748 -0.09641978855325 -0.09641978855325
"BST1" -0.0834370215632988 0.167182486447816 -0.0756982789400998 -0.0822393441624297 -0.09641978855325 -0.09641978855325
"BTAF1" -0.0747326499887303 -0.0596304172168518 -0.0717335783978023 -0.0354598318159548 -0.09641978855325 -0.09641978855325
"BTBD11" -0.09641978855325 -0.0900326033201077 -0.075388231414716 -0.09641978855325 -0.09641978855325 -0.09641978855325
"BTBD2" -0.0897260105075064 -0.053833916738202 -0.0801958127791519 -0.0741540813442526 -0.0292320257869008 -0.09641978855325
"BTD" -0.0598781870711199 -0.0901586197846966 -0.0745744540924177 -0.09641978855325 -0.09641978855325 -0.09641978855325
"BTK" -0.0767235390296529 0.0679659431316626 -0.0900367010130024 -0.0778035250672743 0.132854983175029 -0.09641978855325
"BTLA" -0.0828510825222548 -0.0943408755713938 -0.07821247594551 -0.0311380639409524 0.0438099422859713 -0.09641978855325
"BUD13" -0.0798729445392977 -0.0772804016042704 -0.0627731869354351 -0.0633797699901856 -0.0769683831364351 0.0169927804436857
"C10orf11" -0.0859091971184341 0.00196907199224213 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C10orf128" -0.0741077669948888 -0.0875873900135025 -0.0871380117888509 0.0419118667958651 -0.0329643493789951 -0.0292647793000853
"C10orf35" -0.09641978855325 -0.09641978855325 -0.0770037973744964 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C11orf24" -0.09641978855325 -0.074907150401945 -0.083339359152 -0.0759273421268979 -0.0517175217132202 -0.09641978855325
"C11orf63" -0.0727561258651802 -0.09641978855325 -0.0897037587602561 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C11orf71" -0.0870483604373502 -0.0761801548503017 -0.092567925382411 -0.0697981115366232 -0.09641978855325 -0.09641978855325
"C12orf42" -0.0835543389653726 -0.0939969743035977 -0.0823162483318495 -0.09641978855325 -0.0420726323319489 -0.09641978855325
"C12orf75" 0.65941758911922 0.0192699715537562 0.0491516995167771 1.16142184559093 0.168574153346446 0.842232199167683
"C14orf80" -0.0722626566982747 -0.0832767136769783 -0.0882138489642915 -0.0423675607950703 -0.09641978855325 -0.09641978855325
"C16orf46" -0.09641978855325 -0.0946911904209766 -0.09641978855325 -0.0792282391095683 -0.09641978855325 -0.09641978855325
"C16orf58" -0.0775345342161223 -0.089928198000116 -0.09641978855325 -0.0565587149526479 -0.0335216396553001 -0.09641978855325
"C16orf74" -0.075850391690907 -0.0682519036081177 -0.058372953676217 -0.09641978855325 0.0349150418939453 -0.09641978855325
"C17orf75" -0.0666623957828927 -0.0932878557094543 -0.0867634482217933 -0.09641978855325 -0.0261232758592078 -0.09641978855325
"C19orf33" -0.0889865589282699 0.0978468423681106 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C19orf38" -0.0734494506510134 0.367153476084022 -0.0716919881236476 -0.09641978855325 -0.0335216396553001 -0.0836295249694706
"C19orf68" -0.0580700796852818 -0.0911962586820022 -0.09641978855325 -0.0728565459591129 -0.09641978855325 -0.09641978855325
"C1orf115" -0.09641978855325 -0.0817912938907693 -0.0893087814600357 -0.09641978855325 -0.0578531269657732 -0.09641978855325
"C1orf167" -0.0753956781120282 -0.09641978855325 -0.0878140187445233 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C1orf177" -0.09641978855325 -0.09641978855325 -0.0893087814600357 -0.0610955665248355 -0.09641978855325 -0.0260507616897271
"C1orf186" -0.09641978855325 -0.0948566922285823 -0.09641978855325 -0.0750678218935658 0.0974259281699738 -0.09641978855325
"C1orf204" -0.0923965113871534 -0.09641978855325 -0.09641978855325 -0.0781070511023718 -0.09641978855325 -0.09641978855325
"C1orf21" 0.108441454064211 -0.0868016021055193 -0.0880468380319771 0.191639733179878 -0.09641978855325 0.268617118145926
"C1orf228" -0.0633928451694554 0.0381333039712934 0.0440230229544768 -0.09641978855325 -0.0490553322461316 -0.09641978855325
"C1QA" -0.0945159441392794 -0.0394272976735605 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C21orf58" -0.09641978855325 -0.0941554640293122 -0.0878140187445233 -0.0819048311152616 -0.09641978855325 -0.09641978855325
"C22orf34" -0.0815256210734931 -0.0877661712640205 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C2orf40" -0.09641978855325 -0.09641978855325 -0.0826938062100318 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C2orf42" -0.0525647925592689 -0.0864860820064127 -0.0833769324800183 -0.0813771827900286 -0.0470800416498837 -0.09641978855325
"C2orf47" -0.09641978855325 -0.0654861760713874 -0.0867923291781905 -0.0400349569504145 -0.09641978855325 -0.09641978855325
"C2orf88" -0.09641978855325 -0.0211812979344682 -0.09641978855325 -0.0776653709783246 -0.09641978855325 -0.09641978855325
"C3AR1" -0.0608137934593815 0.0836763970942042 -0.0545095170045275 -0.0541497000596882 -0.09641978855325 -0.0634087273036859
"C4orf32" -0.0724093609517329 -0.0405174041384396 -0.0038242055294248 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C4orf36" -0.084220576572172 -0.0817060966428198 -0.0729947523043722 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C5AR1" -0.0897886562817965 0.1077501831226 -0.0871019810458309 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C5AR2" -0.09641978855325 -0.0931063595715757 -0.0759621671765316 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C5orf30" -0.0628383004061203 -0.08860586692341 -0.0794418385716066 -0.0543180790218723 -0.09641978855325 0.0181789753290638
"C5orf45" -0.0517900842058319 -0.0905582275479267 -0.0269737584204966 -0.09641978855325 -0.0399473894689798 -0.09641978855325
"C6orf203" -0.0562506262531366 -0.0872869150255686 -0.0743134960341556 0.0287825127221094 -0.09641978855325 0.0123919714604611
"C6orf25" -0.0527669143100926 0.151423210298391 -0.0667047791666505 -0.0622004002729569 -0.09641978855325 -0.0535817049562347
"C6orf89" -0.0435909311858842 -0.0227981236387392 -0.046665316101034 0.165001823791733 -0.0726931304635511 0.0823850788399898
"C7orf60" -0.0793512292625534 -0.0569804261455759 -0.09641978855325 -0.05479104475664 -0.0276286362330687 -0.09641978855325
"C8orf58" -0.0804567059741819 -0.091404071431096 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"C8orf76" -0.035257331355167 -0.0465722285386779 -0.0835769508274549 -0.053695504225069 -0.09641978855325 0.0122554501524206
"C9orf139" -0.0734409053706041 -0.0697368137073366 -0.09641978855325 0.0186012000654759 -0.09641978855325 -0.0143334597775958
"C9orf72" -0.0545278648310542 0.0844497659882494 -0.09641978855325 -0.0626170413350046 -0.0813624271004515 -0.0836295249694706
"CA13" -0.09641978855325 -0.0861852871478601 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0597345702646425
"CA2" -0.0753558023683265 0.0692981131394639 -0.084846103952601 -0.0577307032290889 -0.09641978855325 -0.0597345702646425
"CA6" -0.09641978855325 -0.09641978855325 -0.0819620907898439 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CAAP1" -0.0649479758447402 -0.0724819783181175 -0.0459768801190052 -0.02932443142453 -0.0718803331257352 -0.09641978855325
"CACNA1I" -0.09641978855325 -0.09641978855325 -0.0797356746031033 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CACNA2D3" -0.087503997300561 -0.0261363219867862 -0.09641978855325 -0.09641978855325 -0.0813624271004515 -0.09641978855325
"CACNA2D4" -0.0705214517318361 0.00608355057277168 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0567553351138512
"CAD" -0.0875342638832043 -0.0922445098683432 -0.0809910378501688 -0.09641978855325 -0.09641978855325 -0.0617357974727686
"CALD1" -0.0782735573962663 -0.0323540990159486 -0.0878140187445233 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CAMK1" -0.0925488870337497 0.0182847702665301 -0.0899953707946881 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CAMK4" 0.00614278892309649 -0.0946817043563188 0.103463023997323 -0.0390400232666464 -0.09641978855325 -0.09641978855325
"CAMKK2" -0.0736115332188295 -0.0142882657540781 -0.09641978855325 -0.0819048311152616 -0.09641978855325 -0.09641978855325
"CAPG" -0.0473078867075818 0.321738974353039 -0.0434846804325435 -0.09641978855325 0.258246275107329 -0.0738128025723262
"CAPN12" -0.0068890467377884 -0.09641978855325 -0.0850981409528946 -0.0716437320020617 -0.09641978855325 0.0746207357746473
"CAPN3" -0.0660527631747625 -0.0853751263713177 -0.0887615325600131 -0.072252979294304 -0.09641978855325 -0.09641978855325
"CAPS" -0.0718804758028468 -0.0890518618965309 -0.081010742511341 -0.09641978855325 -0.00541457038465615 -0.0333887848691343
"CARD9" -0.0890177967456289 -0.0270490801190217 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CARKD" -0.0647202044478661 -0.0816102436220684 -0.0801895343105888 -0.0191998916418892 -0.0784697367795891 -0.09641978855325
"CARNS1" -0.081810904418156 -0.09641978855325 -0.0889794229488811 0.0103021893450212 -0.09641978855325 -0.0656315351528685
"CARS2" -0.0322064863537321 0.151651608307541 -0.0257491818229532 -0.09641978855325 -0.0380912436183063 -0.09641978855325
"CASP10" -0.0654506243379066 -0.0483273559394216 -0.0617716669699061 -0.0564920819211807 -0.09641978855325 0.0556811275993578
"CASP3" -0.00913165806343597 -0.0612492338597447 -0.0649304082233131 -0.09641978855325 -0.0784919213020963 -0.0663719685400141
"CASS4" -0.086177593899081 -0.0886870578140027 -0.0740460275907952 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CATSPER1" -0.0826881301750464 0.0673599478065203 -0.09641978855325 -0.0724494574183606 -0.09641978855325 0.05743053509759
"CATSPERG" -0.0881051971558823 -0.0937028904808863 -0.0882614771505394 -0.0832428020522829 -0.0556442844363429 0.00264185549406315
"CBFA2T3" -0.0945159441392794 -0.0786874553082534 -0.09641978855325 -0.09641978855325 -0.0128838608953393 -0.09641978855325
"CBWD3" -0.0679385976564559 -0.0906891402595582 -0.0805899725592884 -0.09641978855325 -0.0470800416498837 -0.09641978855325
"CBX5" -0.0636141856149836 -0.0557661362795531 -0.00709785718364311 -0.0578811969988518 0.0488709494342718 -0.0663719685400141
"CCBL1" -0.0891133259196642 -0.0876242294222673 -0.09641978855325 -0.09641978855325 -0.0718803331257352 -0.0361552703052097
"CCDC102B" -0.0917624203467684 -0.09641978855325 -0.0690332831086372 -0.0765209084885161 -0.09641978855325 -0.09641978855325
"CCDC112" -0.02773105133795 -0.0564255366634195 -0.0893087814600357 -0.0486511243491702 -0.0813624271004515 -0.09641978855325
"CCDC117" -0.0733411669462023 -0.038740786724547 -0.0929900795607522 -0.09641978855325 -0.0141027834443365 -0.0656315351528685
"CCDC120" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0699083144927194
"CCDC127" -0.0725892731989376 -0.0912541594989859 -0.0453965371664604 -0.09641978855325 -0.0193759768607604 -0.09641978855325
"CCDC138" -0.0820664012452997 -0.09641978855325 -0.0919810230729594 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CCDC141" -0.082414543678748 -0.09641978855325 -0.0906757705641118 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CCDC142" -0.0821689277505562 -0.0784561112278336 -0.0780376095087465 -0.09641978855325 -0.09641978855325 -0.0394343175799152
"CCDC15" -0.09641978855325 -0.0929845677808502 -0.0823204074678526 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CCDC150" -0.0733284932624178 -0.0942309675941222 -0.0882555538847581 -0.0695759275858019 -0.09641978855325 -0.09641978855325
"CCDC151" -0.09641978855325 -0.0507979054345063 -0.09641978855325 -0.09641978855325 -0.0426361867997888 -0.09641978855325
"CCDC157" -0.0946826129182598 -0.0812558266557467 -0.0612719884891752 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CCDC180" -0.0933182057650557 -0.09641978855325 -0.090724259657385 -0.0342366519511572 -0.0769683831364351 -0.09641978855325
"CCDC24" -0.09641978855325 -0.0847733738451118 -0.09641978855325 -0.09641978855325 -0.0750836817842267 -0.09641978855325
"CCDC28B" -0.0720845274090422 -0.0764846597313011 -0.0693963978341788 -0.0323298361273336 -0.066898779976115 0.137076318164327
"CCDC30" -0.0713098997880825 -0.0874271906516789 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CCDC50" -0.0802711661179375 -0.0510586304596644 -0.0846409416083448 -0.09641978855325 0.164039856186816 -0.0567553351138512
"CCDC71" -0.0786657636929343 -0.0788251823531985 -0.0929809896082746 -0.0760042035820458 -0.0470800416498837 0.00150921194253629
"CCDC74A" -0.09641978855325 -0.09641978855325 -0.0846409416083448 -0.0724494574183606 -0.09641978855325 -0.09641978855325
"CCDC78" -0.0852847130269744 -0.09641978855325 -0.0897037587602561 -0.09641978855325 -0.070288943086752 -0.09641978855325
"CCDC82" -0.030032571166872 -0.0630503138257834 -0.0600597179230592 0.0475376297763852 -0.0579426384482376 -0.09641978855325
"CCDC88A" -0.0708656747863876 0.0800028367232533 -0.0564460300818619 -0.0656755760186577 -0.0813624271004515 -0.0836295249694706
"CCDC92" -0.0504241684639453 -0.0794941568772219 -0.068031085552112 0.0086598288277902 -0.09641978855325 -0.0772321092019408
"CCHCR1" -0.0818142183989155 -0.0947105473617454 -0.0809976127946729 -0.09641978855325 -0.0709205390000271 -0.0641909330141584
"CCL28" -0.0828250089986958 -0.09641978855325 -0.0715886927508834 -0.0832428020522829 -0.0308255940064648 -0.0657632965796891
"CCL3" 0.440586301424577 -0.0946911904209766 -0.0883182953615573 0.122647903827609 -0.09641978855325 0.47748095519051
"CCL4" 2.4657544486793 -0.0676940306702668 -0.0387756276742836 1.56325952809561 -0.0302258077848826 1.60064209932766
"CCL5" 13.2001685652738 0.620374525794811 0.746920626968128 13.8038312350743 0.150368892112485 11.5286381366348
"CCNG2" -0.0845786111579562 -0.0239751862738419 -0.0783063044546234 -0.0581569265024912 0.0467804692269888 -0.09641978855325
"CCP110" -0.0495746361841882 -0.0738596884880945 -0.0727016808884051 -0.09641978855325 -0.09641978855325 -0.0344764438662903
"CCR1" -0.049322217462168 0.138934571670838 -0.0899423274068966 -0.09641978855325 -0.070288943086752 -0.00638155030750804
"CCR2" -0.0755321625525974 0.152156815139056 -0.0836977518961638 -0.09641978855325 -0.09641978855325 -0.0738128025723262
"CCR5" 0.0218830397673246 -0.0911575020224504 -0.09641978855325 -0.0773571760774435 -0.09641978855325 -0.09641978855325
"CCR6" -0.092522159072905 -0.0953282069823874 -0.0639546570004943 -0.09641978855325 0.1621097679854 -0.040801741322762
"CCR7" -0.0880182256214925 -0.0953803320623219 0.560820812459971 -0.09641978855325 0.557918899964671 -0.0782324147605399
"CCR9" -0.09641978855325 -0.09641978855325 -0.085527112527997 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CD14" -0.0507740846857915 1.00593933448532 -0.0735102427107849 -0.0106380110198682 -0.0647129348055129 -0.0142930269076621
"CD160" 0.337732277293526 -0.09641978855325 -0.0900367010130024 0.0109440106545512 -0.09641978855325 0.367495687678851
"CD163" -0.0770583011162148 0.266861388882422 -0.0756982789400998 -0.0851522061471682 -0.09641978855325 -0.09641978855325
"CD180" -0.0885888225592122 -0.0812125223890113 -0.09641978855325 -0.09641978855325 0.305646609667551 -0.09641978855325
"CD19" -0.09641978855325 -0.0953803320623219 -0.09641978855325 -0.09641978855325 0.172152974178751 -0.09641978855325
"CD1C" -0.0747338098389412 -0.0769727580237177 -0.09641978855325 -0.09641978855325 0.0247140561395208 -0.09641978855325
"CD1D" -0.0773466232270445 0.112718920761053 -0.0755323429279889 -0.0750678218935658 -0.0642890727563301 -0.0766532314584503
"CD2" 2.21912041164279 -0.0433081614278839 0.701490152128175 2.22840567642617 -0.0813624271004515 0.770047668184912
"CD200" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.0308114730490097 -0.09641978855325
"CD200R1" -0.0933295111824586 -0.0907523990568858 -0.0554527212037654 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CD22" -0.0930683372498127 -0.094011757393268 -0.09641978855325 -0.09641978855325 0.507534118227363 -0.0589673645841558
"CD226" -0.0748621310028043 -0.090113318031214 -0.0831850880725141 -0.0116946090012149 -0.09641978855325 -0.0270448822916182
"CD244" 0.00696082679169349 -0.0613357705286369 -0.09641978855325 0.00540278396928618 -0.09641978855325 0.0411547224160557
"CD247" 0.405109361063812 -0.0845127783687644 0.255007103207134 0.731741763196878 -0.09641978855325 2.5555612650418
"CD27" 0.140782063815131 -0.0795578556809196 0.452705309055417 -0.0822393441624297 0.242530916113917 -0.0499558346638738
